token,wordform,phones,count
ἀπονάσσωσιν_1,ἀπονάσσωσιν,a p o n a s s ɔː s i n,1
ἀπονέεσθαι_1,ἀπονέεσθαι,aː p o n e e s tʰ ai,8
ἀπονέοντο_1,ἀπονέοντο,aː p o n e o n t o,3
ἀπονήσεται_1,ἀπονήσεται,a p o n ɛː s e t ai,1
ἀπονεοίμην_1,ἀπονεοίμην,aː p o n e oi m ɛː n,1
ἀπονοστήσειν_1,ἀπονοστήσειν,a p o n o s t ɛː s eː n,4
ἀπονόσφι_1,ἀπονόσφι,a p o n o s pʰ i,1
ἀποξύσας_1,ἀποξύσας,a p o k s yː s aː s,1
ἀποπαπτανέουσιν_1,ἀποπαπτανέουσιν,a p o p a p t a n e uː s i n,1
ἀποπαύεαι_1,ἀποπαύεαι,a p o p au e ai,1
ἀποπαύσεται_1,ἀποπαύσεται,a p o p au s e t ai,1
ἀποπαύσομαι_1,ἀποπαύσομαι,a p o p au s o m ai,1
ἀποπλαγχθεὶς_1,ἀποπλαγχθεὶς,a p o p l a ŋ kʰ tʰ eː s,1
ἀποπλαγχθεῖσα_1,ἀποπλαγχθεῖσα,a p o p l a ŋ kʰ tʰ eː s a,1
ἀποπλείειν_1,ἀποπλείειν,a p o p l eː eː n,2
ἀποπνείουσα_1,ἀποπνείουσα,a p o p n eː uː s a,1
ἀποπνείων_1,ἀποπνείων,a p o p n eː ɔː n,2
ἀποπτάμενος_1,ἀποπτάμενος,a p o p t a m e n o s,1
ἀποπτύει_1,ἀποπτύει,a p o p t yː eː,1
ἀποπτύων_1,ἀποπτύων,a p o p t yː ɔː n,1
ἀπορνύμενον_1,ἀπορνύμενον,a p o r n y m e n o n,1
ἀπορρήξας_1,ἀπορρήξας,a p o r r ɛː k s aː s,2
ἀπορρίψαντα_1,ἀπορρίψαντα,a p o r r i p s a n t a,1
ἀπορρώξ_1,ἀπορρώξ,a p o r r ɔː k s,1
ἀπορρῖψαι_1,ἀπορρῖψαι,a p o r r i p s ai,1
ἀποσκύδμαινε_1,ἀποσκύδμαινε,a p o s k y d m ai n e,1
ἀποστήσωνται_1,ἀποστήσωνται,a p o s t ɛː s ɔː n t ai,1
ἀποσταδὸν_1,ἀποσταδὸν,a p o s t a d o n,1
ἀποστρέψασκε_1,ἀποστρέψασκε,a p o s t r e p s a s k e,1
ἀποστρέψοντας_1,ἀποστρέψοντας,a p o s t r e p s o n t a s,1
ἀποστρέψῃσιν_1,ἀποστρέψῃσιν,a p o s t r e p s ɛːi s i n,1
ἀποσφήλειε_1,ἀποσφήλειε,a p o s pʰ ɛː l eː e,1
ἀποτίνετον_1,ἀποτίνετον,a p o t iː n e t o n,1
ἀποτίνων_1,ἀποτίνων,a p o t iː n ɔː n,1
ἀποτίσας_1,ἀποτίσας,a p o t iː s aː s,1
ἀποτίσεις_1,ἀποτίσεις,a p o t iː s eː s,1
ἀποτίσῃ_1,ἀποτίσῃ,a p o t iː s ɛːi,2
ἀποταμνόμενον_1,ἀποταμνόμενον,a p o t a m n o m e n o n,1
ἀποτεθνηῶτος_1,ἀποτεθνηῶτος,a p o t e tʰ n ɛː ɔː t o s,1
ἀποτινέμεν_1,ἀποτινέμεν,a p o t iː n e m e n,2
ἀποτισέμεν_1,ἀποτισέμεν,a p o t iː s e m e n,1
ἀποτμήγουσι_1,ἀποτμήγουσι,a p o t m ɛː g uː s i,1
ἀποτμήξαντε_1,ἀποτμήξαντε,a p o t m ɛː k s a n t e,1
ἀποτμήξαντες_1,ἀποτμήξαντες,a p o t m ɛː k s a n t e s,1
ἀποτμήξας_1,ἀποτμήξας,a p o t m ɛː k s aː s,1
ἀποτρέψεις_1,ἀποτρέψεις,a p o t r e p s eː s,1
ἀποτρέψεις_2,ἀποτρέψεις,a p o t r e p s eː z,1
ἀποτρεπέτω_1,ἀποτρεπέτω,a p o t r e p e t ɔː,2
ἀποτρωπῶμεν_1,ἀποτρωπῶμεν,a p o t r ɔː p ɔː m e n,1
ἀπουρίσσουσιν_1,ἀπουρίσσουσιν,a p uː r i s s uː s i n,1
ἀποφθίμενον_1,ἀποφθίμενον,a p o pʰ tʰ i m e n o n,1
ἀποφθίσθω_1,ἀποφθίσθω,a p o pʰ tʰ i s tʰ ɔː,1
ἀποφθιμένοιο_1,ἀποφθιμένοιο,a p o pʰ tʰ i m e n oi o,3
ἀποφθιμένου_1,ἀποφθιμένου,a p o pʰ tʰ i m e n uː,1
ἀποφθινύθουσι_1,ἀποφθινύθουσι,a p o pʰ tʰ i n y tʰ uː s i,2
ἀποψυχθεὶς_1,ἀποψυχθεὶς,a p o p s y kʰ tʰ eː s,1
ἀπούρας_1,ἀπούρας,a p uː r aː s,9
ἀπρήκτους_1,ἀπρήκτους,a p r ɛː k t uː s,1
ἀπριάτην_1,ἀπριάτην,a p r i a t ɛː n,1
ἀπροτίμαστος_1,ἀπροτίμαστος,a p r o t i m a s t o s,1
ἀπτοεπὲς_1,ἀπτοεπὲς,a p t o e p e s,1
ἀπτολέμους_1,ἀπτολέμους,a p t o l e m uː s,1
ἀπτόλεμον_1,ἀπτόλεμον,a p t o l e m o n,1
ἀπτῆσι_1,ἀπτῆσι,a p t ɛː s i,1
ἀπωσάμενοι_1,ἀπωσάμενοι,a p ɔː s a m e n oi,1
ἀπωσάμενον_1,ἀπωσάμενον,a p ɔː s a m e n o n,1
ἀπωσέμεν_1,ἀπωσέμεν,a p ɔː s e m e n,1
ἀπωσαμένους_1,ἀπωσαμένους,a p ɔː s a m e n uː z,1
ἀπό_1,ἀπό,a p o,7
ἀπόβλητον_1,ἀπόβλητον,a p o b l ɛː t o n,1
ἀπόβλητ’_1,ἀπόβλητ’,a p o b l ɛː t,1
ἀπόειπ’_1,ἀπόειπ’,a p o eː p,1
ἀπόερσε_1,ἀπόερσε,a p o e r s e,1
ἀπόλεσσαν_1,ἀπόλεσσαν,a p o l e s s a n,1
ἀπόληγε_1,ἀπόληγε,a p o l ɛː g e,1
ἀπόλλων_1,ἀπόλλων,a p o l l ɔː n,90
ἀπόλλωνα_1,ἀπόλλωνα,aː p o l l ɔː n a,2
ἀπόλλωνα_2,ἀπόλλωνα,a p o l l ɔː n a,6
ἀπόλλωνι_1,ἀπόλλωνι,aː p o l l ɔː n i,3
ἀπόλλωνος_1,ἀπόλλωνος,a p o l l ɔː n o s,6
ἀπόλλωνος_2,ἀπόλλωνος,aː p o l l ɔː n o s,4
ἀπόλλωνος_3,ἀπόλλωνος,a p o l l ɔː n o z,1
ἀπόλοιτο_1,ἀπόλοιτο,a p o l oi t o,5
ἀπόλοντο_1,ἀπόλοντο,a p o l o n t o,2
ἀπόλωνται_1,ἀπόλωνται,a p o l ɔː n t ai,1
ἀπόναιο_1,ἀπόναιο,a p o n ai o,1
ἀπόνηθ’_1,ἀπόνηθ’,a p o n ɛː tʰ,1
ἀπόπαυε_1,ἀπόπαυε,a p o p au e,1
ἀπόπροθεν_1,ἀπόπροθεν,a p o p r o tʰ e n,4
ἀπόπροθι_1,ἀπόπροθι,a p o p r o tʰ i,1
ἀπόρθητος_1,ἀπόρθητος,a p o r tʰ ɛː t o s,1
ἀπόρουσεν_1,ἀπόρουσεν,a p o r uː s e n,1
ἀπόστιχε_1,ἀπόστιχε,a p o s t i kʰ e,1
ἀπόσχωνται_1,ἀπόσχωνται,a p o s kʰ ɔː n t ai,4
ἀπόσχῃ_1,ἀπόσχῃ,a p o s kʰ ɛːi,2
ἀπότμου_1,ἀπότμου,a p o t m uː,1
ἀπόφασθε_1,ἀπόφασθε,a p o pʰ a s tʰ e,2
ἀπύρους_1,ἀπύρους,a p y r uː s,2
ἀπύρωτον_1,ἀπύρωτον,a p y r ɔː t o n,1
ἀπώλεσα_1,ἀπώλεσα,a p ɔː l e s a,1
ἀπώλεσαν_1,ἀπώλεσαν,a p ɔː l e s a n,1
ἀπώλεσε_1,ἀπώλεσε,a p ɔː l e s e,2
ἀπώλεσεν_1,ἀπώλεσεν,a p ɔː l e s e n,2
ἀπώλεσ’_1,ἀπώλεσ’,a p ɔː l e s,1
ἀπώλετο_1,ἀπώλετο,a p ɔː l e t o,1
ἀπώσασθαι_1,ἀπώσασθαι,a p ɔː s a s tʰ ai,4
ἀπώσατο_1,ἀπώσατο,a p ɔː s a t o,1
ἀπώσει_1,ἀπώσει,a p ɔː s eː,1
ἀπώσεται_1,ἀπώσεται,a p ɔː s e t ai,1
ἀπώσομεν_1,ἀπώσομεν,a p ɔː s o m e n,1
ἀπὸ_1,ἀπὸ,a p o,175
ἀπῆλθεν_1,ἀπῆλθεν,a p ɛː l tʰ e n,1
ἀπῶσαν_1,ἀπῶσαν,a p ɔː s a n,1
ἀπῶσεν_1,ἀπῶσεν,a p ɔː s e n,2
ἀπ’_1,ἀπ’,a p,71
ἀράβησε_1,ἀράβησε,a r a b ɛː s e,9
ἀράξω_1,ἀράξω,a r a k s ɔː,1
ἀράρῃ_1,ἀράρῃ,a r a r ɛːi,1
ἀράων_1,ἀράων,aː r aː ɔː n,2
ἀρέσαι_1,ἀρέσαι,a r e s ai,2
ἀρέσθαι_1,ἀρέσθαι,a r e s tʰ ai,10
ἀρέσθ’_1,ἀρέσθ’,a r e s tʰ,1
ἀρέων_1,ἀρέων,a r e ɔː n,1
ἀρήγει_1,ἀρήγει,a r ɛː g eː,1
ἀρήγειν_1,ἀρήγειν,a r ɛː g eː n,2
ἀρήγεις_1,ἀρήγεις,a r ɛː g eː s,1
ἀρήγων_1,ἀρήγων,a r ɛː g ɔː n,3
ἀρήγῃ_1,ἀρήγῃ,a r ɛː g ɛːi,1
ἀρήνην_1,ἀρήνην,aː r ɛː n ɛː n,1
ἀρήνης_1,ἀρήνης,aː r ɛː n ɛː s,1
ἀρήξειν_1,ἀρήξειν,a r ɛː k s eː n,2
ἀρήρει_1,ἀρήρει,a r ɛː r eː,3
ἀρήσασθαι_1,ἀρήσασθαι,aː r ɛː s a s tʰ ai,1
ἀρήσῃ_1,ἀρήσῃ,aː r ɛː s ɛːi,1
ἀρήτοιο_1,ἀρήτοιο,aː r ɛː t oi o,1
ἀρήϊα_1,ἀρήϊα,a r ɛː i a,3
ἀρήϊοι_1,ἀρήϊοι,a r ɛː i oi,2
ἀρήϊον_1,ἀρήϊον,a r ɛː i o n,6
ἀρήϊος_1,ἀρήϊος,a r ɛː i o s,11
ἀρίγνωτοι_1,ἀρίγνωτοι,a r i g n ɔː t oi,1
ἀρίζηλοι_1,ἀρίζηλοι,a r i z d ɛː l oi,2
ἀρίζηλον_1,ἀρίζηλον,a r i z d ɛː l o n,1
ἀρίμοις_1,ἀρίμοις,a r i m oi s,1
ἀρίονα_1,ἀρίονα,a r iː o n a,1
ἀρίσβαντος_1,ἀρίσβαντος,a r i z b a n t o z,1
ἀρίσβηθεν_1,ἀρίσβηθεν,a r i z b ɛː tʰ e n,2
ἀρίσβην_1,ἀρίσβην,a r i z b ɛː n,2
ἀρίσβῃ_1,ἀρίσβῃ,a r i z b ɛːi,1
ἀρίστας_1,ἀρίστας,a r i s t a s,1
ἀρίστη_1,ἀρίστη,a r i s t ɛː,8
ἀρίστην_1,ἀρίστην,a r i s t ɛː n,7
ἀρίστοις_1,ἀρίστοις,a r i s t oi s,1
ἀρίστου_1,ἀρίστου,a r i s t uː,1
ἀρίστους_1,ἀρίστους,a r i s t uː s,18
ἀρίστω_1,ἀρίστω,a r i s t ɔː,4
ἀραιήν_1,ἀραιήν,a r ai ɛː n,1
ἀραιαί_1,ἀραιαί,a r ai ai,2
ἀραιθυρέην_1,ἀραιθυρέην,a r ai tʰ y r e ɛː n,1
ἀραιῇσιν_1,ἀραιῇσιν,a r ai ɛːi s i n,1
ἀραρυίας_1,ἀραρυίας,a r a r yi a s,10
ἀραρυίῃ_1,ἀραρυίῃ,a r a r yi ɛːi,1
ἀραρυῖα_1,ἀραρυῖα,a r a r yi a,2
ἀραρυῖαι_1,ἀραρυῖαι,a r a r yi ai,2
ἀραρυῖαν_1,ἀραρυῖαν,a r a r yi a n,5
ἀργέτα_1,ἀργέτα,a r g e t a,1
ἀργέτι_1,ἀργέτι,a r g e t i,1
ἀργίποδας_1,ἀργίποδας,a r g i p o d a s,1
ἀργαλέη_1,ἀργαλέη,a r g a l e ɛː,3
ἀργαλέην_1,ἀργαλέην,a r g a l e ɛː n,2
ἀργαλέης_1,ἀργαλέης,a r g a l e ɛː s,1
ἀργαλέοιο_1,ἀργαλέοιο,a r g a l e oi o,3
ἀργαλέον_1,ἀργαλέον,a r g a l e o n,8
ἀργαλέος_1,ἀργαλέος,a r g a l e o z,1
ἀργαλέος_2,ἀργαλέος,a r g a l e o s,2
ἀργαλέου_1,ἀργαλέου,a r g a l e uː,1
ἀργαλέους_1,ἀργαλέους,a r g a l e uː s,1
ἀργαλέων_1,ἀργαλέων,a r g a l e ɔː n,2
ἀργαλέῃ_1,ἀργαλέῃ,a r g a l e ɛːi,3
ἀργαλέῃσι_1,ἀργαλέῃσι,a r g a l e ɛːi s i,1
ἀργαλεώτερος_1,ἀργαλεώτερος,a r g a l e ɔː t e r o s,1
ἀργεάδην_1,ἀργεάδην,a r g e aː d ɛː n,1
ἀργείη_1,ἀργείη,a r g eː ɛː,1
ἀργείην_1,ἀργείην,a r g eː ɛː n,6
ἀργείοις_1,ἀργείοις,a r g eː oi s,3
ἀργείοισι_1,ἀργείοισι,a r g eː oi s i,19
ἀργείοισιν_1,ἀργείοισιν,a r g eː oi s i n,29
ἀργείους_1,ἀργείους,a r g eː uː s,18
ἀργείους_2,ἀργείους,a r g eː uː z,3
ἀργείων_1,ἀργείων,a r g eː ɔː n,54
ἀργεννάων_1,ἀργεννάων,a r g e n n aː ɔː n,2
ἀργεννέων_1,ἀργεννέων,a r g e n n e ɔː n,1
ἀργεννῇς_1,ἀργεννῇς,a r g e n n ɛːi s,1
ἀργεστᾶο_1,ἀργεστᾶο,a r g e s t aː o,2
ἀργεϊφόντην_1,ἀργεϊφόντην,a r g e i pʰ o n t ɛː n,3
ἀργεϊφόντης_1,ἀργεϊφόντης,a r g e i pʰ o n t ɛː s,10
ἀργεϊφόντῃ_1,ἀργεϊφόντῃ,a r g e i pʰ o n t ɛːi,1
ἀργεῖοι_1,ἀργεῖοι,a r g eː oi,38
ἀργικέραυνε_1,ἀργικέραυνε,a r g i k e r au n e,3
ἀργινόεντα_1,ἀργινόεντα,a r g i n o e n t a,2
ἀργιόδοντα_1,ἀργιόδοντα,a r g i o d o n t a,1
ἀργιόδοντας_1,ἀργιόδοντας,a r g i o d o n t a s,1
ἀργιόδοντος_1,ἀργιόδοντος,a r g i o d o n t o s,1
ἀργοὶ_1,ἀργοὶ,a r g oi,3
ἀργυρέην_1,ἀργυρέην,a r g y r e ɛː n,1
ἀργυρέοιο_1,ἀργυρέοιο,a r g y r e oi o,1
ἀργυρέοισιν_1,ἀργυρέοισιν,a r g y r e oi s i n,5
ἀργυρέων_1,ἀργυρέων,a r g y r e ɔː n,1
ἀργυρέῃ_1,ἀργυρέῃ,a r g y r e ɛːi,1
ἀργυρέῃσιν_1,ἀργυρέῃσιν,a r g y r e ɛːi s i n,1
ἀργυροήλου_1,ἀργυροήλου,a r g y r o ɛː l uː,2
ἀργυροδίνην_1,ἀργυροδίνην,a r g y r o d iː n ɛː n,1
ἀργυροδίνης_1,ἀργυροδίνης,a r g y r o d iː n ɛː s,1
ἀργυροδίνῃ_1,ἀργυροδίνῃ,a r g y r o d iː n ɛːi,1
ἀργυρόηλον_1,ἀργυρόηλον,a r g y r o ɛː l o n,8
ἀργυρόπεζα_1,ἀργυρόπεζα,a r g y r o p e z d a,11
ἀργυρόπεζαν_1,ἀργυρόπεζαν,a r g y r o p e z d a n,1
ἀργυρότοξε_1,ἀργυρότοξε,a r g y r o t o k s e,2
ἀργυρότοξος_1,ἀργυρότοξος,a r g y r o t o k s o s,6
ἀργυρότοξ’_1,ἀργυρότοξ’,a r g y r o t o k s,1
ἀργύρεον_1,ἀργύρεον,a r g y r e o n,2
ἀργύρεος_1,ἀργύρεος,a r g y r e o z,1
ἀργύρεος_2,ἀργύρεος,a r g y r e o s,1
ἀργύρου_1,ἀργύρου,a r g y r uː,1
ἀργύρῳ_1,ἀργύρῳ,a r g y r ɔːi,3
ἀργύφεον_1,ἀργύφεον,a r g y pʰ e o n,1
ἀργῆτα_1,ἀργῆτα,a r g ɛː t a,1
ἀργῆτι_1,ἀργῆτι,a r g ɛː t i,1
ἀρείοσιν_1,ἀρείοσιν,a r eː o s i n,1
ἀρείους_1,ἀρείους,a r eː uː s,1
ἀρείω_1,ἀρείω,a r eː ɔː,1
ἀρείων_1,ἀρείων,a r eː ɔː n,4
ἀρειῇ_1,ἀρειῇ,a r eː ɛːi,2
ἀρεσάσθω_1,ἀρεσάσθω,a r e s a s tʰ ɔː,1
ἀρεσσάμενοι_1,ἀρεσσάμενοι,a r e s s a m e n oi,1
ἀρεσσόμεθ’_1,ἀρεσσόμεθ’,a r e s s o m e tʰ,2
ἀρετάς_1,ἀρετάς,a r e t aː s,1
ἀρετή_1,ἀρετή,a r e t ɛː,1
ἀρετήν_1,ἀρετήν,a r e t ɛː n,1
ἀρετὴ_1,ἀρετὴ,a r e t ɛː,2
ἀρετὴν_1,ἀρετὴν,a r e t ɛː n,3
ἀρετῆς_1,ἀρετῆς,a r e t ɛː s,1
ἀρετῆς_2,ἀρετῆς,a r e t ɛː z,1
ἀρετῇ_1,ἀρετῇ,a r e t ɛːi,4
ἀρηΐθοος_1,ἀρηΐθοος,a r ɛː i tʰ o o s,1
ἀρηΐφιλον_1,ἀρηΐφιλον,a r ɛː i pʰ i l o n,7
ἀρηΐφιλος_1,ἀρηΐφιλος,a r ɛː i pʰ i l o z,8
ἀρηγέμεν_1,ἀρηγέμεν,a r ɛː g e m e n,1
ἀρηγόνες_1,ἀρηγόνες,a r ɛː g o n e s,1
ἀρηγών_1,ἀρηγών,a r ɛː g ɔː n,1
ἀρημένος_1,ἀρημένος,aː r ɛː m e n o s,1
ἀρηξέμεν_1,ἀρηξέμεν,a r ɛː k s e m e n,2
ἀρηρομένῃ_1,ἀρηρομένῃ,a r ɛː r o m e n ɛːi,1
ἀρηρός_1,ἀρηρός,a r ɛː r o s,2
ἀρηρότα_1,ἀρηρότα,a r ɛː r o t a,1
ἀρηρότες_1,ἀρηρότες,a r ɛː r o t e s,2
ἀρηρότι_1,ἀρηρότι,a r ɛː r o t i,1
ἀρηρότος_1,ἀρηρότος,a r ɛː r o t o s,1
ἀρησόμεθ’_1,ἀρησόμεθ’,aː r ɛː s o m e tʰ,1
ἀρητὴρ_1,ἀρητὴρ,aː r ɛː t ɛː r,1
ἀρητὸν_1,ἀρητὸν,aː r ɛː t o n,2
ἀρητῆρος_1,ἀρητῆρος,aː r ɛː t ɛː r o s,1
ἀρηϊθόοιο_1,ἀρηϊθόοιο,a r ɛː i tʰ o oi o,2
ἀρηϊθόων_1,ἀρηϊθόων,a r ɛː i tʰ o ɔː n,2
ἀρηϊλύκοιο_1,ἀρηϊλύκοιο,a r ɛː i l y k oi o,1
ἀρηϊλύκου_1,ἀρηϊλύκου,a r ɛː i l y k uː,1
ἀρηϊφάτους_1,ἀρηϊφάτους,a r ɛː i pʰ a t uː s,2
ἀρηϊφίλου_1,ἀρηϊφίλου,a r ɛː i pʰ i l uː,3
ἀρηϊφίλων_1,ἀρηϊφίλων,a r ɛː i pʰ i l ɔː n,3
ἀρηϊφίλῳ_1,ἀρηϊφίλῳ,a r ɛː i pʰ i l ɔːi,3
ἀρθεὶς_1,ἀρθεὶς,a r tʰ eː s,1
ἀρθμήσαντε_1,ἀρθμήσαντε,a r tʰ m ɛː s a n t e,1
ἀριάδνῃ_1,ἀριάδνῃ,a r i a d n ɛːi,1
ἀριδείκετον_1,ἀριδείκετον,a r i d eː k e t o n,1
ἀριδείκετος_1,ἀριδείκετος,a r i d eː k e t o s,1
ἀριζήλη_1,ἀριζήλη,a r i z d ɛː l ɛː,2
ἀριζήλω_1,ἀριζήλω,a r i z d ɛː l ɔː,1
ἀριθμηθήμεναι_1,ἀριθμηθήμεναι,a r i tʰ m ɛː tʰ ɛː m e n ai,1
ἀριπρεπέα_1,ἀριπρεπέα,a r i p r e p e aː,3
ἀριπρεπέες_1,ἀριπρεπέες,a r i p r e p e e s,1
ἀριπρεπέ’_1,ἀριπρεπέ’,a r i p r e p e,1
ἀριστέρ’_1,ἀριστέρ’,a r i s t e r,1
ἀριστήεσσιν_1,ἀριστήεσσιν,a r i s t ɛː e s s i n,4
ἀριστήων_1,ἀριστήων,aː r i s t ɛː ɔː n,1
ἀριστερά_1,ἀριστερά,a r i s t e r a,1
ἀριστερόν_1,ἀριστερόν,a r i s t e r o n,1
ἀριστερόφιν_1,ἀριστερόφιν,a r i s t e r o pʰ iː n,1
ἀριστερὰ_1,ἀριστερὰ,a r i s t e r a,12
ἀριστερὸν_1,ἀριστερὸν,a r i s t e r o n,3
ἀριστερὸς_1,ἀριστερὸς,a r i s t e r o s,1
ἀριστεύειν_1,ἀριστεύειν,a r i s t eu eː n,2
ἀριστεύεσκε_1,ἀριστεύεσκε,a r i s t eu e s k e,5
ἀριστεύεσκεν_1,ἀριστεύεσκεν,a r i s t eu e s k e n,1
ἀριστεύοντα_1,ἀριστεύοντα,a r i s t eu o n t a,3
ἀριστῆα_1,ἀριστῆα,a r i s t ɛː a,1
ἀριστῆας_1,ἀριστῆας,a r i s t ɛː a s,4
ἀριστῆες_1,ἀριστῆες,a r i s t ɛː e s,5
ἀριστῆες_2,ἀριστῆες,a r i s t ɛː e z,1
ἀριστῆος_1,ἀριστῆος,a r i s t ɛː o z,1
ἀριστῆος_2,ἀριστῆος,a r i s t ɛː o s,1
ἀριφραδέα_1,ἀριφραδέα,a r i pʰ r a d e aː,1
ἀριφραδές_1,ἀριφραδές,a r i pʰ r a d e s,1
ἀρκάδες_1,ἀρκάδες,a r k a d e s,2
ἀρκέσει_1,ἀρκέσει,a r k e s eː,1
ἀρκαδίην_1,ἀρκαδίην,a r k a d i ɛː n,1
ἀρκεσίλαον_1,ἀρκεσίλαον,a r k e s i l aː o n,1
ἀρκεσίλαός_1,ἀρκεσίλαός,a r k e s i l aː o s,1
ἀρνήσαιο_1,ἀρνήσαιο,a r n ɛː s ai o,1
ἀρνήσασθαι_1,ἀρνήσασθαι,a r n ɛː s a s tʰ ai,1
ἀρνειοῖς_1,ἀρνειοῖς,a r n eː oi s,1
ἀρνειῷ_1,ἀρνειῷ,a r n eː ɔːi,1
ἀρνευτῆρι_1,ἀρνευτῆρι,a r n eu t ɛː r i,2
ἀρνυμένω_1,ἀρνυμένω,a r n y m e n ɔː,1
ἀρνύμενοι_1,ἀρνύμενοι,a r n y m e n oi,1
ἀρνύμενος_1,ἀρνύμενος,a r n y m e n o s,1
ἀρνύσθην_1,ἀρνύσθην,a r n y s tʰ ɛː n,1
ἀρνῶν_1,ἀρνῶν,a r n ɔː n,10
ἀρξάμενος_1,ἀρξάμενος,a r k s a m e n o z,1
ἀρξάντων_1,ἀρξάντων,a r k s a n t ɔː n,1
ἀροίμεθά_1,ἀροίμεθά,a r oi m e tʰ a,1
ἀροίμην_1,ἀροίμην,a r oi m ɛː n,1
ἀροτὴρ_1,ἀροτὴρ,a r o t ɛː r,1
ἀρούρας_1,ἀρούρας,a r uː r a s,3
ἀρούρης_1,ἀρούρης,a r uː r ɛː s,12
ἀρούρῃ_1,ἀρούρῃ,a r uː r ɛːi,1
ἀρρήκτους_1,ἀρρήκτους,a r r ɛː k t uː s,1
ἀρσινόου_1,ἀρσινόου,a r s i n o uː,1
ἀρτέμιδος_1,ἀρτέμιδος,a r t e m i d o s,1
ἀρτίπος_1,ἀρτίπος,a r t i p o s,1
ἀρτεμέα_1,ἀρτεμέα,a r t e m e a,2
ἀρτιεπὴς_1,ἀρτιεπὴς,a r t i e p ɛː s,1
ἀρτύναντες_1,ἀρτύναντες,a r t yː n a n t e s,3
ἀρτύνετο_1,ἀρτύνετο,a r t yː n e t o,1
ἀρτύνθη_1,ἀρτύνθη,a r t yː n tʰ ɛː,1
ἀρχέλοχος_1,ἀρχέλοχος,a r kʰ e l o kʰ o s,1
ἀρχέλοχός_1,ἀρχέλοχός,a r kʰ e l o kʰ o s,2
ἀρχέμεναι_1,ἀρχέμεναι,a r kʰ e m e n ai,1
ἀρχέτω_1,ἀρχέτω,a r kʰ e t ɔː,1
ἀρχή_1,ἀρχή,a r kʰ ɛː,2
ἀρχεκάκους_1,ἀρχεκάκους,a r kʰ e k a k uː s,1
ἀρχεπτόλεμον_1,ἀρχεπτόλεμον,a r kʰ e p t o l e m o n,2
ἀρχεύειν_1,ἀρχεύειν,a r kʰ eu eː n,1
ἀρχοὶ_1,ἀρχοὶ,a r kʰ oi,2
ἀρχοὺς_1,ἀρχοὺς,a r kʰ uː s,1
